Store,Date,Weekly_Sales
7,2011-09-16,558981.45
7,2011-09-23,536144.81
7,2011-09-30,488880.26
7,2011-10-07,525866.36
7,2011-10-14,501959.19
7,2011-10-21,558691.4299999999
7,2011-10-28,527339.52
7,2011-11-04,564536.01
7,2011-11-11,556015.59
7,2011-11-18,539826.56
7,2011-11-25,949075.87
7,2011-12-02,591907.88
7,2011-12-09,653845.45
7,2011-12-16,720242.1900000001
7,2011-12-23,1059715.27
7,2011-12-30,815915.52
7,2012-01-06,713117.66
7,2012-01-13,593875.46
7,2012-01-20,578002.85
7,2012-01-27,541037.98
7,2012-02-03,580453.32
7,2012-02-10,563460.77
7,2012-02-17,620908.1799999999
7,2012-02-24,603041.14
7,2012-03-02,551058.13
7,2012-03-09,579166.5
7,2012-03-16,669205.73
7,2012-03-23,615997.29
7,2012-03-30,583322.2
7,2012-04-06,621425.98
7,2012-04-13,517420.23
7,2012-04-20,457340.06
7,2012-04-27,467827.75
7,2012-05-04,465198.89
7,2012-05-11,460397.41
7,2012-05-18,468428.3
7,2012-05-25,532739.77
7,2012-06-01,598495.02
7,2012-06-08,642963.75
7,2012-06-15,666942.02
7,2012-06-22,687344.68
7,2012-06-29,704335.41
7,2012-07-06,805642.61
7,2012-07-13,694150.89
7,2012-07-20,686345.69
7,2012-07-27,686365.4
7,2012-08-03,680954.8099999999
7,2012-08-10,675926.3
7,2012-08-17,642450.4
7,2012-08-24,609099.37
7,2012-08-31,586467.16
7,2012-09-07,597876.5499999999
7,2012-09-14,541120.2
7,2012-09-21,530842.25
7,2012-09-28,525545.76
7,2012-10-05,505830.56
7,2012-10-12,503463.93
7,2012-10-19,516424.83
7,2012-10-26,495543.27999999997
8,2010-02-05,1004137.09
8,2010-02-12,994801.4
8,2010-02-19,963960.37
8,2010-02-26,847592.11
8,2010-03-05,881503.95
8,2010-03-12,860336.16
8,2010-03-19,839911.0
8,2010-03-26,772539.12
8,2010-04-02,914500.91
8,2010-04-09,916033.92
8,2010-04-16,882917.12
8,2010-04-23,850440.26
8,2010-04-30,778672.64
8,2010-05-07,916820.96
8,2010-05-14,873337.84
8,2010-05-21,818333.21
8,2010-05-28,868041.5599999999
8,2010-06-04,958225.41
8,2010-06-11,914835.86
8,2010-06-18,869922.56
8,2010-06-25,814919.11
8,2010-07-02,852333.75
8,2010-07-09,845289.77
8,2010-07-16,848630.5700000001
8,2010-07-23,785515.88
8,2010-07-30,787295.09
8,2010-08-06,893399.77
8,2010-08-13,867919.21
8,2010-08-20,870676.4400000001
8,2010-08-27,888816.78
8,2010-09-03,899036.47
8,2010-09-10,831425.2
8,2010-09-17,836707.85
8,2010-09-24,773725.08
8,2010-10-01,804105.49
8,2010-10-08,870349.86
8,2010-10-15,826546.96
8,2010-10-22,836419.14
8,2010-10-29,830756.76
8,2010-11-05,927266.34
8,2010-11-12,911538.98
8,2010-11-19,885608.04
8,2010-11-26,1261693.16
8,2010-12-03,952766.9299999999
8,2010-12-10,1069061.63
8,2010-12-17,1220579.55
8,2010-12-24,1511641.09
8,2010-12-31,773586.49
8,2011-01-07,873065.23
8,2011-01-14,809646.66
8,2011-01-21,822668.23
8,2011-01-28,782256.66
8,2011-02-04,944594.78
8,2011-02-11,996147.39
8,2011-02-18,1065108.64
8,2011-02-25,917317.15
8,2011-03-04,935266.4299999999
8,2011-03-11,900387.29
8,2011-03-18,898289.14
8,2011-03-25,827968.36
8,2011-04-01,878762.3
8,2011-04-08,949825.83
8,2011-04-15,908278.74
8,2011-04-22,937473.13
8,2011-04-29,855014.77
8,2011-05-06,941457.34
8,2011-05-13,895763.41
8,2011-05-20,836049.89
8,2011-05-27,857939.41
8,2011-06-03,929222.16
8,2011-06-10,897309.41
8,2011-06-17,922048.41
8,2011-06-24,864881.24
8,2011-07-01,883683.35
8,2011-07-08,861965.12
8,2011-07-15,849925.37
8,2011-07-22,829902.42
8,2011-07-29,807082.19
8,2011-08-05,892393.77
8,2011-08-12,856796.1
8,2011-08-19,895066.5
8,2011-08-26,912542.82
8,2011-09-02,891387.14
8,2011-09-09,848358.09
8,2011-09-16,870971.82
8,2011-09-23,806444.29
8,2011-09-30,809049.37
8,2011-10-07,929976.55
8,2011-10-14,863188.26
8,2011-10-21,905984.49
8,2011-10-28,876712.31
8,2011-11-04,947815.05
8,2011-11-11,917088.48
8,2011-11-18,897032.1900000001
8,2011-11-25,1235163.86
8,2011-12-02,986601.46
8,2011-12-09,1051922.95
8,2011-12-16,1118163.94
8,2011-12-23,1462254.05
8,2011-12-30,858572.22
8,2012-01-06,872113.23
8,2012-01-13,817661.76
8,2012-01-20,813954.8200000001
8,2012-01-27,778178.53
8,2012-02-03,927610.69
8,2012-02-10,1021400.42
8,2012-02-17,1096232.89
8,2012-02-24,928537.54
8,2012-03-02,952264.91
8,2012-03-09,960115.56
8,2012-03-16,921178.39
8,2012-03-23,874223.25
8,2012-03-30,905935.29
8,2012-04-06,1046816.59
8,2012-04-13,909989.45
8,2012-04-20,872288.46
8,2012-04-27,879448.25
8,2012-05-04,937232.09
8,2012-05-11,920128.89
8,2012-05-18,913922.01
8,2012-05-25,895157.4400000001
8,2012-06-01,921161.2
8,2012-06-08,928820.0
8,2012-06-15,916918.7
8,2012-06-22,899449.65
8,2012-06-29,878298.22
8,2012-07-06,936205.5
8,2012-07-13,890488.01
8,2012-07-20,888834.07
8,2012-07-27,838227.52
8,2012-08-03,897076.73
8,2012-08-10,930745.6900000001
8,2012-08-17,896613.19
8,2012-08-24,936373.65
8,2012-08-31,976137.73
8,2012-09-07,932160.37
8,2012-09-14,883569.38
8,2012-09-21,857796.45
8,2012-09-28,884724.41
8,2012-10-05,976436.02
8,2012-10-12,927511.99
8,2012-10-19,900309.75
8,2012-10-26,891671.4400000001
9,2010-02-05,549505.55
9,2010-02-12,552677.48
9,2010-02-19,511327.9
9,2010-02-26,473773.27
9,2010-03-05,507297.88
9,2010-03-12,494145.8
9,2010-03-19,485744.61
9,2010-03-26,484946.56
9,2010-04-02,545206.32
9,2010-04-09,529384.3099999999
9,2010-04-16,485764.32
9,2010-04-23,488683.57
9,2010-04-30,491723.42
9,2010-05-07,526128.61
9,2010-05-14,492792.8
9,2010-05-21,506274.94
9,2010-05-28,558143.53
9,2010-06-04,586061.46
9,2010-06-11,522715.68
9,2010-06-18,513073.87
9,2010-06-25,509263.28
9,2010-07-02,528832.54
9,2010-07-09,485389.14999999997
9,2010-07-16,474030.51
9,2010-07-23,462676.5
9,2010-07-30,468675.19
9,2010-08-06,522815.45
9,2010-08-13,481897.98000000004
9,2010-08-20,499325.38
9,2010-08-27,506789.66
9,2010-09-03,511049.06
9,2010-09-10,484835.2
9,2010-09-17,463448.58999999997
9,2010-09-24,452905.22
9,2010-10-01,495692.19
9,2010-10-08,505069.21
9,2010-10-15,454769.68
9,2010-10-22,466322.76
9,2010-10-29,508801.61
9,2010-11-05,517869.97
9,2010-11-12,520846.68
9,2010-11-19,519823.3
9,2010-11-26,768070.53
9,2010-12-03,578164.82
9,2010-12-10,618121.82
9,2010-12-17,685243.2
9,2010-12-24,873347.5499999999
9,2010-12-31,459770.85
9,2011-01-07,490981.78
9,2011-01-14,458086.69
9,2011-01-21,454021.69
9,2011-01-28,463561.48
9,2011-02-04,544612.28
9,2011-02-11,555279.02
9,2011-02-18,610985.56
9,2011-02-25,513107.2
9,2011-03-04,542016.18
9,2011-03-11,517783.5
9,2011-03-18,515226.11
9,2011-03-25,497488.39999999997
9,2011-04-01,520962.14
9,2011-04-08,561625.92
9,2011-04-15,528420.28
9,2011-04-22,549502.11
9,2011-04-29,532226.2
9,2011-05-06,545251.1
9,2011-05-13,539126.0
9,2011-05-20,518266.9
9,2011-05-27,553834.04
9,2011-06-03,587004.29
9,2011-06-10,550076.3200000001
9,2011-06-17,558671.14
9,2011-06-24,538745.9299999999
9,2011-07-01,537064.03
9,2011-07-08,535983.13
9,2011-07-15,512834.04000000004
9,2011-07-22,491449.94
9,2011-07-29,471449.98000000004
9,2011-08-05,554879.67
9,2011-08-12,520284.79
9,2011-08-19,540819.44
9,2011-08-26,542663.53
9,2011-09-02,544643.33
9,2011-09-09,528784.86
9,2011-09-16,500274.03
9,2011-09-23,506743.78
9,2011-09-30,508567.04
9,2011-10-07,553836.98
9,2011-10-14,529515.66
9,2011-10-21,557075.21
9,2011-10-28,548527.49
9,2011-11-04,597855.0700000001
9,2011-11-11,594574.12
9,2011-11-18,542414.27
9,2011-11-25,814753.5
9,2011-12-02,613115.21
9,2011-12-09,630327.28
9,2011-12-16,705557.97
9,2011-12-23,905324.68
9,2011-12-30,549788.36
9,2012-01-06,519585.67
9,2012-01-13,474964.6
9,2012-01-20,480130.04000000004
9,2012-01-27,482451.21
9,2012-02-03,549967.89
9,2012-02-10,609736.12
9,2012-02-17,658965.05
9,2012-02-24,563578.79
9,2012-03-02,619498.28
9,2012-03-09,574955.95
9,2012-03-16,550373.57
9,2012-03-23,550791.32
9,2012-03-30,574985.37
9,2012-04-06,677885.99
9,2012-04-13,578539.86
9,2012-04-20,542819.03
9,2012-04-27,550414.99
9,2012-05-04,586289.08
9,2012-05-11,592572.3
9,2012-05-18,571463.93
9,2012-05-25,547226.0
9,2012-06-01,583648.59
9,2012-06-08,582525.42
9,2012-06-15,564606.1
9,2012-06-22,562173.12
9,2012-06-29,544770.7
9,2012-07-06,578790.36
9,2012-07-13,536537.64
9,2012-07-20,513991.57
9,2012-07-27,495951.0
9,2012-08-03,533887.54
9,2012-08-10,538713.47
9,2012-08-17,535153.47
9,2012-08-24,572887.78
9,2012-08-31,576879.15
9,2012-09-07,565812.29
9,2012-09-14,523427.35
9,2012-09-21,533756.88
9,2012-09-28,516361.06
9,2012-10-05,606755.3
9,2012-10-12,558464.8
9,2012-10-19,542009.46
9,2012-10-26,549731.49
10,2010-02-05,2193048.75
10,2010-02-12,2176028.52
10,2010-02-19,2113432.58
10,2010-02-26,2006774.96
10,2010-03-05,1987090.09
10,2010-03-12,1941346.13
10,2010-03-19,1946875.06
10,2010-03-26,1893532.46
10,2010-04-02,2138651.97
10,2010-04-09,2041069.3699999999
10,2010-04-16,1826241.44
10,2010-04-23,1829521.83
10,2010-04-30,1790694.59
10,2010-05-07,1921432.16
10,2010-05-14,1808056.41
10,2010-05-21,1847613.58
10,2010-05-28,1904618.17
10,2010-06-04,1931406.28
10,2010-06-11,1827521.71
10,2010-06-18,1837636.24
10,2010-06-25,1768172.31
10,2010-07-02,1845893.87
10,2010-07-09,1769793.3699999999
10,2010-07-16,1828052.47
10,2010-07-23,1831676.03
10,2010-07-30,1832664.03
10,2010-08-06,1949236.09
10,2010-08-13,1962996.7
10,2010-08-20,1983190.56
10,2010-08-27,1727565.42
10,2010-09-03,1766331.45
10,2010-09-10,1720530.23
10,2010-09-17,1716755.78
10,2010-09-24,1655036.75
10,2010-10-01,1645892.97
10,2010-10-08,1772192.42
10,2010-10-15,1703850.25
10,2010-10-22,1740234.06
10,2010-10-29,1741308.56
10,2010-11-05,1832211.96
10,2010-11-12,1895901.59
10,2010-11-19,1949177.13
10,2010-11-26,2939946.38
10,2010-12-03,2251206.64
10,2010-12-10,2411790.21
10,2010-12-17,2811646.85
10,2010-12-24,3749057.69
10,2010-12-31,1707298.1400000001
10,2011-01-07,1714309.9
10,2011-01-14,1710803.59
10,2011-01-21,1677556.18
10,2011-01-28,1715769.05
10,2011-02-04,1968045.91
10,2011-02-11,2115408.31
10,2011-02-18,2106934.55
10,2011-02-25,1967996.71
10,2011-03-04,1958003.19
10,2011-03-11,1933469.15
10,2011-03-18,1884734.31
10,2011-03-25,1815798.85
10,2011-04-01,1827733.18
10,2011-04-08,1870720.73
10,2011-04-15,1781767.22
10,2011-04-22,2004831.14
10,2011-04-29,1873646.34
10,2011-05-06,1841369.99
10,2011-05-13,1712995.44
10,2011-05-20,1720908.01
10,2011-05-27,1743000.38
10,2011-06-03,1792210.89
10,2011-06-10,1740063.1
10,2011-06-17,1817934.76
10,2011-06-24,1711813.1300000001
10,2011-07-01,1751369.75
10,2011-07-08,1699708.3800000001
10,2011-07-15,1775068.4
10,2011-07-22,1774342.61
10,2011-07-29,1745841.33
10,2011-08-05,1886299.98
10,2011-08-12,1917397.6300000001
10,2011-08-19,1954849.68
10,2011-08-26,1728399.07
10,2011-09-02,1758587.35
10,2011-09-09,1670579.82
10,2011-09-16,1650894.3
10,2011-09-23,1685910.53
10,2011-09-30,1627707.31
10,2011-10-07,1788227.6
10,2011-10-14,1704753.02
10,2011-10-21,1745928.56
10,2011-10-28,1771792.97
10,2011-11-04,1904438.59
10,2011-11-11,2076570.84
10,2011-11-18,1869087.85
10,2011-11-25,2950198.64
10,2011-12-02,2068097.18
10,2011-12-09,2429310.9
10,2011-12-16,2555031.18
10,2011-12-23,3487986.89
10,2011-12-30,1930690.3699999999
10,2012-01-06,1683401.78
10,2012-01-13,1711562.73
10,2012-01-20,1675562.94
10,2012-01-27,1632406.0
10,2012-02-03,1867403.01
10,2012-02-10,2218595.8000000003
10,2012-02-17,2168709.76
10,2012-02-24,2039415.74
10,2012-03-02,1990371.02
10,2012-03-09,1917483.1
10,2012-03-16,1930814.66
10,2012-03-23,1837457.69
10,2012-03-30,1815760.42
10,2012-04-06,2163384.17
10,2012-04-13,1974687.51
10,2012-04-20,1777166.53
10,2012-04-27,1712987.56
10,2012-05-04,1821364.42
10,2012-05-11,1792345.3
10,2012-05-18,1795152.73
10,2012-05-25,1830939.1
10,2012-06-01,1767471.48
10,2012-06-08,1840491.41
10,2012-06-15,1811562.88
10,2012-06-22,1755334.18
10,2012-06-29,1707481.9
10,2012-07-06,1805999.79
10,2012-07-13,1765571.91
10,2012-07-20,1869967.03
10,2012-07-27,1817603.66
10,2012-08-03,1939440.09
10,2012-08-10,1880436.94
10,2012-08-17,1827797.4
10,2012-08-24,1764984.15
10,2012-08-31,1650285.54
10,2012-09-07,1708283.28
10,2012-09-14,1640168.99
10,2012-09-21,1671857.57
10,2012-09-28,1694862.41
10,2012-10-05,1758971.38
10,2012-10-12,1713889.11
10,2012-10-19,1734834.82
10,2012-10-26,1744349.05
11,2010-02-05,1528008.6400000001
11,2010-02-12,1574684.08
11,2010-02-19,1503298.7
11,2010-02-26,1336404.65
11,2010-03-05,1426622.65
11,2010-03-12,1331883.16
11,2010-03-19,1364207.0
11,2010-03-26,1245624.27
11,2010-04-02,1446210.26
11,2010-04-09,1470308.32
11,2010-04-16,1323243.35
11,2010-04-23,1283766.55
11,2010-04-30,1239766.89
11,2010-05-07,1312329.78
11,2010-05-14,1266796.13
11,2010-05-21,1271646.6199999999
11,2010-05-28,1264272.52
11,2010-06-04,1396322.19
11,2010-06-11,1339570.85
11,2010-06-18,1336522.92
11,2010-06-25,1262025.08
11,2010-07-02,1302600.14
11,2010-07-09,1280156.47
11,2010-07-16,1290609.54
11,2010-07-23,1244390.03
11,2010-07-30,1250178.89
11,2010-08-06,1369634.92
11,2010-08-13,1384339.1
11,2010-08-20,1430192.3699999999
11,2010-08-27,1311263.07
11,2010-09-03,1303914.27
11,2010-09-10,1231428.46
11,2010-09-17,1215676.31
11,2010-09-24,1170103.25
11,2010-10-01,1182490.46
11,2010-10-08,1293472.8
11,2010-10-15,1175003.67
11,2010-10-22,1169831.38
11,2010-10-29,1195036.0
11,2010-11-05,1332759.13
11,2010-11-12,1281675.6
11,2010-11-19,1292346.57
11,2010-11-26,1757242.51
11,2010-12-03,1380522.64
11,2010-12-10,1564516.43
11,2010-12-17,1843971.15
11,2010-12-24,2306265.36
11,2010-12-31,1172003.1
11,2011-01-07,1178905.44
11,2011-01-14,1194449.78
11,2011-01-21,1187776.19
11,2011-01-28,1100418.69
11,2011-02-04,1422546.05
11,2011-02-11,1419236.9
11,2011-02-18,1554747.15
11,2011-02-25,1323999.36
11,2011-03-04,1399456.99
11,2011-03-11,1314557.31
11,2011-03-18,1391813.69
11,2011-03-25,1229777.24
11,2011-04-01,1258674.12
11,2011-04-08,1327401.06
11,2011-04-15,1312905.8
11,2011-04-22,1388118.53
11,2011-04-29,1357589.89
11,2011-05-06,1331453.41
11,2011-05-13,1277959.42
11,2011-05-20,1239466.97
11,2011-05-27,1216876.52
11,2011-06-03,1343637.0
11,2011-06-10,1314626.75
11,2011-06-17,1337506.74
11,2011-06-24,1254587.84
11,2011-07-01,1297472.06
11,2011-07-08,1334627.96
11,2011-07-15,1266546.73
11,2011-07-22,1290576.44
11,2011-07-29,1212938.67
11,2011-08-05,1403198.94
11,2011-08-12,1354188.43
11,2011-08-19,1484169.74
11,2011-08-26,1304706.75
11,2011-09-02,1297792.41
11,2011-09-09,1249439.95
11,2011-09-16,1270816.01
11,2011-09-23,1235775.15
11,2011-09-30,1190515.83
11,2011-10-07,1346271.06
11,2011-10-14,1286388.96
11,2011-10-21,1325107.53
11,2011-10-28,1310684.1
11,2011-11-04,1458287.38
11,2011-11-11,1366053.69
11,2011-11-18,1315091.63
11,2011-11-25,1848953.48
11,2011-12-02,1399322.44
11,2011-12-09,1646655.94
11,2011-12-16,1783910.06
11,2011-12-23,2213518.5
11,2011-12-30,1352084.21
11,2012-01-06,1283885.55
11,2012-01-13,1264736.59
11,2012-01-20,1207303.29
11,2012-01-27,1162675.85
11,2012-02-03,1376732.18
11,2012-02-10,1574287.76
11,2012-02-17,1569607.94
11,2012-02-24,1379473.03
11,2012-03-02,1438383.44
11,2012-03-09,1413382.76
11,2012-03-16,1441884.28
11,2012-03-23,1300593.61
11,2012-03-30,1300104.03
11,2012-04-06,1596325.01
11,2012-04-13,1472752.01
11,2012-04-20,1315356.99
11,2012-04-27,1236238.29
11,2012-05-04,1370251.22
11,2012-05-11,1300147.07
11,2012-05-18,1352442.31
11,2012-05-25,1297335.87
11,2012-06-01,1361595.33
11,2012-06-08,1414343.53
11,2012-06-15,1417875.42
11,2012-06-22,1355680.3
11,2012-06-29,1297028.6
11,2012-07-06,1461129.94
11,2012-07-13,1320239.51
11,2012-07-20,1344483.81
11,2012-07-27,1272395.02
11,2012-08-03,1399341.07
11,2012-08-10,1388973.65
11,2012-08-17,1421307.2
11,2012-08-24,1409515.73
11,2012-08-31,1372872.35
11,2012-09-07,1304584.4
11,2012-09-14,1267675.05
11,2012-09-21,1326132.98
11,2012-09-28,1227430.73
11,2012-10-05,1422794.26
11,2012-10-12,1311965.09
11,2012-10-19,1232073.18
11,2012-10-26,1200729.45
12,2010-02-05,1100046.37
12,2010-02-12,1117863.33
12,2010-02-19,1095421.65
12,2010-02-26,1048617.17
12,2010-03-05,1077018.27
12,2010-03-12,985594.23
12,2010-03-19,972088.34
12,2010-03-26,981615.8099999999
12,2010-04-02,1011822.3
12,2010-04-09,1041238.87
12,2010-04-16,957997.52
12,2010-04-23,993833.4400000001
12,2010-04-30,954220.22
12,2010-05-07,1043240.27
12,2010-05-14,966054.97
12,2010-05-21,958374.5599999999
12,2010-05-28,955451.16
12,2010-06-04,1049357.36
12,2010-06-11,1016039.71
12,2010-06-18,956211.2
12,2010-06-25,958007.69
12,2010-07-02,951957.3099999999
12,2010-07-09,943506.28
12,2010-07-16,916402.76
12,2010-07-23,912403.67
12,2010-07-30,913548.25
12,2010-08-06,967576.95
12,2010-08-13,928264.4
12,2010-08-20,948447.34
12,2010-08-27,1004516.46
12,2010-09-03,1075758.55
12,2010-09-10,903119.03
12,2010-09-17,852882.61
12,2010-09-24,851919.34
12,2010-10-01,850936.26
12,2010-10-08,918335.68
12,2010-10-15,862419.84
12,2010-10-22,857883.46
12,2010-10-29,955294.7
12,2010-11-05,929690.7100000001
12,2010-11-12,942475.24
12,2010-11-19,894493.7
12,2010-11-26,1601377.41
12,2010-12-03,1069533.17
12,2010-12-10,1121934.15
12,2010-12-17,1295605.35
12,2010-12-24,1768249.89
12,2010-12-31,891736.91
12,2011-01-07,910110.24
12,2011-01-14,812011.8
12,2011-01-21,802105.5
12,2011-01-28,873119.06
12,2011-02-04,1046068.17
12,2011-02-11,1086421.57
12,2011-02-18,1128485.1
12,2011-02-25,1046203.72
12,2011-03-04,1085248.21
12,2011-03-11,997672.62
12,2011-03-18,1009502.01
12,2011-03-25,954107.3200000001
12,2011-04-01,1005463.49
12,2011-04-08,998362.05
12,2011-04-15,990951.77
12,2011-04-22,1016019.47
12,2011-04-29,994966.1
12,2011-05-06,1021154.48
12,2011-05-13,977033.5
12,2011-05-20,924134.99
12,2011-05-27,964332.51
12,2011-06-03,970328.68
12,2011-06-10,996937.95
12,2011-06-17,986504.93
12,2011-06-24,997282.75
12,2011-07-01,961993.34
12,2011-07-08,943717.38
12,2011-07-15,936001.98
12,2011-07-22,922231.92
12,2011-07-29,890547.0700000001
12,2011-08-05,988712.52
12,2011-08-12,955913.6799999999
12,2011-08-19,966817.24
12,2011-08-26,1017593.47
12,2011-09-02,1052051.45
12,2011-09-09,922850.57
12,2011-09-16,889290.23
12,2011-09-23,871692.74
12,2011-09-30,866401.4500000001
12,2011-10-07,951244.66
12,2011-10-14,927600.01
12,2011-10-21,938604.58
12,2011-10-28,990926.38
12,2011-11-04,1051944.79
12,2011-11-11,1095091.53
12,2011-11-18,970641.34
12,2011-11-25,1591920.42
12,2011-12-02,1071383.1
12,2011-12-09,1189646.45
12,2011-12-16,1293404.18
12,2011-12-23,1617612.03
12,2011-12-30,1111638.07
12,2012-01-06,945823.65
12,2012-01-13,865467.86
12,2012-01-20,855922.64
12,2012-01-27,888203.69
12,2012-02-03,1058767.95
12,2012-02-10,1199330.85
12,2012-02-17,1240048.85
12,2012-02-24,1112034.72
12,2012-03-02,1147636.96
12,2012-03-09,1113208.57
12,2012-03-16,1088498.52
12,2012-03-23,1045419.87
12,2012-03-30,1025382.22
12,2012-04-06,1128765.71
12,2012-04-13,1083811.19
12,2012-04-20,1006486.96
12,2012-04-27,1004252.38
12,2012-05-04,1073433.69
12,2012-05-11,1041995.22
12,2012-05-18,1020486.0499999999
12,2012-05-25,991514.21
12,2012-06-01,981345.2
12,2012-06-08,1086231.47
12,2012-06-15,1019555.51
12,2012-06-22,981386.25
12,2012-06-29,943124.74
12,2012-07-06,1014898.78
12,2012-07-13,960312.75
12,2012-07-20,941550.34
12,2012-07-27,916967.9199999999
12,2012-08-03,958667.23
12,2012-08-10,984689.9
12,2012-08-17,1005003.12
12,2012-08-24,1048101.39
12,2012-08-31,1061943.49
12,2012-09-07,955146.04
12,2012-09-14,885892.37
12,2012-09-21,922735.37
12,2012-09-28,880415.67
12,2012-10-05,979825.9199999999
12,2012-10-12,934917.47
12,2012-10-19,960945.4299999999
12,2012-10-26,974697.6
13,2010-02-05,1967220.53
13,2010-02-12,2030933.46
13,2010-02-19,1970274.64
13,2010-02-26,1817850.32
13,2010-03-05,1939980.43
13,2010-03-12,1840686.94
13,2010-03-19,1879794.8900000001
13,2010-03-26,1882095.98
13,2010-04-02,2142482.14
13,2010-04-09,1898321.3299999998
13,2010-04-16,1819660.44
13,2010-04-23,1909330.77
13,2010-04-30,1785823.3699999999
13,2010-05-07,2005478.46
13,2010-05-14,1890273.44
13,2010-05-21,1853657.5999999999
13,2010-05-28,1877358.86
13,2010-06-04,2022705.22
13,2010-06-11,2037880.96
13,2010-06-18,2003435.31
13,2010-06-25,1970340.25
13,2010-07-02,2018314.71
13,2010-07-09,1870843.9
13,2010-07-16,1932231.05
13,2010-07-23,1907351.2
13,2010-07-30,1817887.23
13,2010-08-06,1969121.45
13,2010-08-13,1877592.55
13,2010-08-20,1997397.6300000001
13,2010-08-27,1908278.27
13,2010-09-03,1911852.58
13,2010-09-10,1772143.94
13,2010-09-17,1790279.74
13,2010-09-24,1705655.09
13,2010-10-01,1765584.48
13,2010-10-08,1871924.07
13,2010-10-15,1851431.06
13,2010-10-22,1796949.59
13,2010-10-29,1887895.07
13,2010-11-05,1854967.66
13,2010-11-12,1939964.6300000001
13,2010-11-19,1925393.91
13,2010-11-26,2766400.05
13,2010-12-03,2083379.8900000001
13,2010-12-10,2461468.35
13,2010-12-17,2771646.81
13,2010-12-24,3595903.2
13,2010-12-31,1675292.0
13,2011-01-07,1744544.39
13,2011-01-14,1682316.31
13,2011-01-21,1770177.37
13,2011-01-28,1633663.12
13,2011-02-04,1848186.58
13,2011-02-11,1944438.9
13,2011-02-18,2003480.59
13,2011-02-25,1831933.95
13,2011-03-04,1894960.68
13,2011-03-11,1852432.58
13,2011-03-18,1852443.78
13,2011-03-25,1807545.43
13,2011-04-01,1864238.64
13,2011-04-08,1887465.04
13,2011-04-15,1950994.04
13,2011-04-22,2124316.34
13,2011-04-29,1895583.12
13,2011-05-06,1986380.4
13,2011-05-13,1958823.56
13,2011-05-20,1860923.55
13,2011-05-27,1866369.93
13,2011-06-03,1935593.87
13,2011-06-10,1997816.98
13,2011-06-17,2086433.49
13,2011-06-24,2009163.08
13,2011-07-01,2048035.74
13,2011-07-08,2021699.38
13,2011-07-15,1956813.31
13,2011-07-22,1987089.36
13,2011-07-29,1880785.69
13,2011-08-05,2076231.8
13,2011-08-12,1970341.38
13,2011-08-19,2090340.98
13,2011-08-26,2035244.54
13,2011-09-02,1953628.82
13,2011-09-09,1872921.31
13,2011-09-16,1923223.82
13,2011-09-23,1847430.96
13,2011-09-30,1835662.69
13,2011-10-07,2067232.56
13,2011-10-14,1929659.07
13,2011-10-21,1973544.27
13,2011-10-28,1948733.81
13,2011-11-04,2036317.54
13,2011-11-11,2111592.09
13,2011-11-18,2016323.51
13,2011-11-25,2864170.61
13,2011-12-02,2051315.66
13,2011-12-09,2462779.06
13,2011-12-16,2760346.71
13,2011-12-23,3556766.03
13,2011-12-30,1969056.91
13,2012-01-06,1865752.78
13,2012-01-13,1794962.64
13,2012-01-20,1811606.21
13,2012-01-27,1733983.09
13,2012-02-03,1927780.74
13,2012-02-10,2069284.57
13,2012-02-17,2214477.06
13,2012-02-24,1929768.03
13,2012-03-02,1969742.76
13,2012-03-09,1986445.65
13,2012-03-16,2025582.6199999999
13,2012-03-23,1904421.74
13,2012-03-30,1948982.7
13,2012-04-06,2271614.76
13,2012-04-13,2057637.8599999999
13,2012-04-20,1955689.12
13,2012-04-27,1970121.65
13,2012-05-04,1995994.51
13,2012-05-11,2080764.17
13,2012-05-18,2131900.55
13,2012-05-25,2043349.41
13,2012-06-01,2035431.39
13,2012-06-08,2182437.9
13,2012-06-15,2152229.11
13,2012-06-22,2094373.0
13,2012-06-29,2037663.71
13,2012-07-06,2184980.35
13,2012-07-13,2002750.99
13,2012-07-20,2053089.32
13,2012-07-27,1914430.53
13,2012-08-03,2044148.23
13,2012-08-10,2041019.92
13,2012-08-17,2095769.18
13,2012-08-24,2059458.25
13,2012-08-31,2073855.42
13,2012-09-07,2165796.31
13,2012-09-14,1919917.03
13,2012-09-21,1938379.66
13,2012-09-28,1927664.1099999999
13,2012-10-05,2041918.74
13,2012-10-12,1999079.44
13,2012-10-19,2018010.15
13,2012-10-26,2035189.6600000001
14,2010-02-05,2623469.9499999997
14,2010-02-12,1704218.84
14,2010-02-19,2204556.7
14,2010-02-26,2095591.63
14,2010-03-05,2237544.75
14,2010-03-12,2156035.06
14,2010-03-19,2066219.3
14,2010-03-26,2050396.27
14,2010-04-02,2495630.5100000002
14,2010-04-09,2258781.2800000003
14,2010-04-16,2121788.61
14,2010-04-23,2138144.91
14,2010-04-30,2082355.12
14,2010-05-07,2370116.52
14,2010-05-14,2129771.13
14,2010-05-21,2108187.1
14,2010-05-28,2227152.16
14,2010-06-04,2363601.47
14,2010-06-11,2249570.04
14,2010-06-18,2248645.59
14,2010-06-25,2246179.91
14,2010-07-02,2334788.42
14,2010-07-09,2236209.13
14,2010-07-16,2130287.27
14,2010-07-23,2044155.39
14,2010-07-30,2054843.28
14,2010-08-06,2219813.5
14,2010-08-13,2052984.81
14,2010-08-20,2057138.31
